accA	accB	jaccard_1001g	jaccard_cactus
7063	9559	0.32677245	0.638925
7063	9564	0.3032932	0.61067
7063	9565	0.304169	0.619268
7063	9594	0.2864815	0.606666
7063	9600	0.3365827	0.594832
7063	9606	0.3154272	0.583202
7063	9637	0.26697317	0.599959
7063	9653	0.30091926	0.622824
7063	9758	0.27528986	0.599441
7063	9759	0.28497848	0.615519
7063	9764	0.3126151	0.572349
7063	9837	0.3271807	0.605621
7063	9879	0.3182065	0.591337
7063	9910	0.3047006	0.635571
7063	9940	0.30555886	0.583347
7063	9947	0.33319455	0.611963
7063	9992	0.28780094	0.5966
7092	7127	0.29620233	0.672341
7092	7143	0.30827522	0.684119
7092	7164	0.3012421	0.57157
7092	7186	0.2806701	0.671012
7092	7217	0.3760944	0.702813
7092	7255	0.28467792	0.663067
7092	7288	0.3219904	0.672752
7092	7298	0.3077886	0.651352
7092	7316	0.30876476	0.663487
7092	7323	0.28429133	0.636976
7092	7346	0.2995024	0.68276
7092	7347	0.29164493	0.673146
7092	7372	0.31769672	0.692331
7092	7378	0.31881422	0.666898
7092	7411	0.31320107	0.691553
7092	763	0.29283208	0.636641
7092	765	0.2874043	0.627913
7092	766	0.280113	0.624011
7092	768	0.28199193	0.635221
7092	772	0.2838392	0.631177
7092	8214	0.37429482	0.716447
7092	8230	0.31052732	0.659339
7092	8231	0.31059393	0.659752
7092	8247	0.31254765	0.667728
7092	8249	0.30567902	0.669843
7092	8351	0.30464464	0.665327
7092	8354	0.2754538	0.627503
7092	8387	0.28153947	0.664004
7092	9416	0.31532964	0.68056
7092	9470	0.30299005	0.651957
7092	9506	0.31381354	0.653746
7092	9518	0.2726086	0.608184
7092	9537	0.2961835	0.634097
7092	9542	0.25739905	0.586416
7092	9549	0.24830851	0.573835
7092	9555	0.25641987	0.574739
7092	9557	0.30348012	0.639041
7092	9559	0.31535944	0.662614
7092	9564	0.28891656	0.636935
7092	9565	0.3310231	0.673835
7092	9594	0.2883337	0.629846
7092	9600	0.25256646	0.569821
7092	9606	0.28761384	0.580707
7092	9637	0.27780175	0.63122
7092	9653	0.3255835	0.669056
7092	9758	0.29104748	0.630704
7092	9759	0.31229076	0.650239
7092	9764	0.2733731	0.572949
7092	9837	0.25007856	0.572934
7092	9879	0.24967623	0.568458
7092	9910	0.34524548	0.678264
7092	9940	0.3119496	0.606942
7092	9947	0.24888238	0.601657
7092	9992	0.31554696	0.632287
7127	7143	0.26894915	0.653663
7127	7164	0.29697597	0.562897
7127	7186	0.3468812	0.688174
7127	7217	0.2908	0.646311
7127	7255	0.2771153	0.649945
7127	7288	0.30248663	0.647459
7127	7298	0.3061352	0.648293
7127	7316	0.3008088	0.658585
7127	7323	0.3340653	0.6606
7127	7346	0.2934182	0.669706
7127	7347	0.31918457	0.674047
7127	7372	0.32117543	0.685959
7127	7378	0.2888767	0.649891
7127	7411	0.28863275	0.667646
7127	763	0.31699976	0.64078
7127	765	0.3166123	0.638328
7127	766	0.32012597	0.639784
7127	768	0.31063136	0.641033
7127	772	0.30686817	0.634058
7127	8214	0.30902728	0.691415
7127	8230	0.31128603	0.677968
7127	8231	0.30393592	0.654822
7127	8247	0.3044466	0.658414
7127	8249	0.3276353	0.67385
7127	8351	0.29796898	0.648747
7127	8354	0.3163583	0.64347
7127	8387	0.27473715	0.65858
7127	9416	0.290896	0.663938
7127	9470	0.29873842	0.638611
7127	9506	0.27961704	0.634866
7127	9518	0.24203135	0.588308
7127	9537	0.28362948	0.628157
7127	9542	0.24197105	0.58114
7127	9549	0.2429229	0.576976
7127	9555	0.24831243	0.579265
7127	9557	0.27527443	0.620598
7127	9559	0.28584424	0.64551
7127	9564	0.2596392	0.613601
7127	9565	0.30121297	0.662895
7127	9594	0.2611428	0.6087
7127	9600	0.24304141	0.567626
7127	9606	0.27798483	0.580256
7127	9637	0.30956584	0.639195
7127	9653	0.3056015	0.645559
7127	9758	0.303188	0.633386
7127	9759	0.29358935	0.633939
7127	9764	0.26023445	0.572227
7127	9837	0.24279958	0.573784
7127	9879	0.24194494	0.566193
7127	9910	0.28797707	0.653811
7127	9940	0.3045124	0.605883
7127	9947	0.24198453	0.600133
7127	9992	0.32229638	0.635406
7143	7164	0.29738986	0.562881
7143	7186	0.26777935	0.668747
7143	7217	0.29675734	0.666041
7143	7255	0.26416028	0.662457
7143	7288	0.27543455	0.651242
7143	7298	0.28429347	0.645178
7143	7316	0.302362	0.66403
7143	7323	0.28329137	0.641318
7143	7346	0.2841923	0.683449
7143	7347	0.27635762	0.665096
7143	7372	0.28692195	0.678544
7143	7378	0.25840303	0.6452
7143	7411	0.2852508	0.677969
7143	763	0.28529194	0.641772
7143	765	0.2780282	0.631688
7143	766	0.273511	0.628328
7143	768	0.27179524	0.637051
7143	772	0.27346003	0.631685
7143	8214	0.3110458	0.676677
7143	8230	0.30135694	0.652562
7143	8231	0.3058679	0.656206
7143	8247	0.3229957	0.67822
7143	8249	0.30794802	0.690491
7143	8351	0.2925471	0.655608
7143	8354	0.27212912	0.632459
7143	8387	0.27976045	0.664569
7143	9416	0.29914328	0.667162
7143	9470	0.28616816	0.65016
7143	9506	0.2874215	0.645595
7143	9518	0.2639301	0.606154
7143	9537	0.27185744	0.625777
7143	9542	0.24915972	0.581342
7143	9549	0.24510926	0.575041
7143	9555	0.25611833	0.576369
7143	9557	0.29050997	0.634286
7143	9559	0.2905153	0.655463
7143	9564	0.3011476	0.64253
7143	9565	0.29457003	0.654293
7143	9594	0.28930363	0.629915
7143	9600	0.24903879	0.572368
7143	9606	0.2791502	0.581375
7143	9637	0.2683939	0.633644
7143	9653	0.29614523	0.648783
7143	9758	0.26872486	0.626194
7143	9759	0.2833538	0.63777
7143	9764	0.2652554	0.57129
7143	9837	0.24576852	0.575154
7143	9879	0.24696511	0.567923
7143	9910	0.31198514	0.666195
7143	9940	0.29268572	0.605648
7143	9947	0.25047573	0.607687
7143	9992	0.27844316	0.621977
7164	7186	0.29396287	0.562238
7164	7217	0.31359792	0.567246
7164	7255	0.26939946	0.557841
7164	7288	0.34740615	0.558068
7164	7298	0.30263633	0.562494
7164	7316	0.3309201	0.570156
7164	7323	0.28578207	0.56291
7164	7346	0.29150707	0.564219
7164	7347	0.30374184	0.558084
7164	7372	0.3029203	0.568683
7164	7378	0.29453805	0.56368
7164	7411	0.3122275	0.566215
7164	763	0.28637785	0.551375
7164	765	0.28357825	0.553892
7164	766	0.27801508	0.549876
7164	768	0.27868557	0.553608
7164	772	0.28236717	0.549646
7164	8214	0.3075967	0.56292
7164	8230	0.31109756	0.562955
7164	8231	0.34739003	0.565278
7164	8247	0.325047	0.566425
7164	8249	0.3023579	0.563985
7164	8351	0.31281206	0.572053
7164	8354	0.28124452	0.556544
7164	8387	0.3018081	0.566732
7164	9416	0.31755635	0.569602
7164	9470	0.34426108	0.559135
7164	9506	0.27685282	0.556931
7164	9518	0.26125988	0.571049
7164	9537	0.2827931	0.563392
7164	9542	0.24885201	0.562889
7164	9549	0.2500233	0.558033
7164	9555	0.25307602	0.559852
7164	9557	0.29141846	0.567394
7164	9559	0.2858716	0.568768
7164	9564	0.30568978	0.564553
7164	9565	0.2947943	0.565441
7164	9594	0.2860171	0.579897
7164	9600	0.25449827	0.554358
7164	9606	0.27675846	0.549287
7164	9637	0.27869692	0.555875
7164	9653	0.2984091	0.564223
7164	9758	0.28762615	0.550358
7164	9759	0.2983427	0.577533
7164	9764	0.27250177	0.655328
7164	9837	0.25065887	0.556131
7164	9879	0.2472653	0.553286
7164	9910	0.29611698	0.574418
7164	9940	0.29790765	0.563795
7164	9947	0.24863188	0.553705
7164	9992	0.29709214	0.559053
7186	7217	0.28431258	0.654205
7186	7255	0.2774693	0.661817
7186	7288	0.3036625	0.661857
7186	7298	0.30581772	0.655581
7186	7316	0.2796643	0.650183
7186	7323	0.36129275	0.667981
7186	7346	0.30172977	0.674305
7186	7347	0.3319164	0.693503
7186	7372	0.31013823	0.687867
7186	7378	0.2855754	0.649918
7186	7411	0.30262092	0.693961
7186	763	0.32758087	0.652609
7186	765	0.32669687	0.645445
7186	766	0.33366317	0.64916
7186	768	0.3367237	0.658706
7186	772	0.34424952	0.655945
7186	8214	0.27507985	0.659138
7186	8230	0.2924731	0.650382
7186	8231	0.3039083	0.650755
7186	8247	0.28927273	0.653629
7186	8249	0.33203223	0.67877
7186	8351	0.28877607	0.649227
7186	8354	0.33430147	0.657202
7186	8387	0.26954758	0.65994
7186	9416	0.30350512	0.671333
7186	9470	0.31937987	0.664028
7186	9506	0.26998234	0.632635
7186	9518	0.25178537	0.592501
7186	9537	0.27122894	0.61952
7186	9542	0.24399905	0.578073
7186	9549	0.24778473	0.575189
7186	9555	0.25051183	0.571387
7186	9557	0.27615103	0.628987
7186	9559	0.27340105	0.644198
7186	9564	0.27500248	0.629207
7186	9565	0.2812029	0.656185
7186	9594	0.26835883	0.61825
7186	9600	0.24575628	0.564329
7186	9606	0.29562986	0.579168
7186	9637	0.3298703	0.654647
7186	9653	0.28916728	0.642522
7186	9758	0.3220171	0.64393
7186	9759	0.28694353	0.634826
7186	9764	0.26603124	0.566253
7186	9837	0.2413589	0.569335
7186	9879	0.24681091	0.563822
7186	9910	0.26470304	0.639108
7186	9940	0.3182716	0.609818
7186	9947	0.24541031	0.590777
7186	9992	0.32533535	0.642365
7217	7255	0.2857313	0.660084
7217	7288	0.30794385	0.663853
7217	7298	0.30067548	0.643642
7217	7316	0.3253579	0.670839
7217	7323	0.2856939	0.633103
7217	7346	0.30435258	0.666784
7217	7347	0.29324508	0.653366
7217	7372	0.32524404	0.671732
7217	7378	0.30200335	0.653156
7217	7411	0.3239246	0.673567
7217	763	0.2923301	0.636556
7217	765	0.28880432	0.626997
7217	766	0.28176323	0.628084
7217	768	0.2861334	0.635445
7217	772	0.27371532	0.626116
7217	8214	0.3670961	0.682494
7217	8230	0.32292253	0.659098
7217	8231	0.3053694	0.647943
7217	8247	0.3049567	0.653044
7217	8249	0.28851244	0.64555
7217	8351	0.30078387	0.652885
7217	8354	0.28128862	0.632334
7217	8387	0.28270787	0.661084
7217	9416	0.3285157	0.662882
7217	9470	0.3022355	0.656885
7217	9506	0.30308434	0.648819
7217	9518	0.26751688	0.608336
7217	9537	0.30755672	0.643011
7217	9542	0.2588677	0.584633
7217	9549	0.25685403	0.581786
7217	9555	0.25998554	0.578812
7217	9557	0.30410478	0.638392
7217	9559	0.31089267	0.647124
7217	9564	0.29325256	0.643579
7217	9565	0.32331342	0.657922
7217	9594	0.29609537	0.635908
7217	9600	0.2514118	0.567232
7217	9606	0.2875556	0.580863
7217	9637	0.27989367	0.632162
7217	9653	0.32870477	0.655782
7217	9758	0.28521067	0.631602
7217	9759	0.3167854	0.650923
7217	9764	0.28333196	0.573561
7217	9837	0.26068223	0.582642
7217	9879	0.25442418	0.571353
7217	9910	0.3528179	0.682534
7217	9940	0.30574664	0.594007
7217	9947	0.2514834	0.602624
7217	9992	0.3095367	0.625298
7255	7288	0.27226716	0.649881
7255	7298	0.277408	0.644617
7255	7316	0.28171256	0.656694
7255	7323	0.27407	0.634036
7255	7346	0.26755962	0.659258
7255	7347	0.26230776	0.654931
7255	7372	0.2876093	0.671197
7255	7378	0.27990785	0.655696
7255	7411	0.295689	0.675998
7255	763	0.26202965	0.634966
7255	765	0.2581909	0.620173
7255	766	0.25702414	0.617946
7255	768	0.25948945	0.637596
7255	772	0.25914568	0.633231
7255	8214	0.27709323	0.654794
7255	8230	0.26100323	0.630105
7255	8231	0.27649865	0.641409
7255	8247	0.27201784	0.644834
7255	8249	0.26403624	0.646839
7255	8351	0.26385212	0.637869
7255	8354	0.2516819	0.627646
7255	8387	0.30585563	0.677079
7255	9416	0.2777624	0.655305
7255	9470	0.27705875	0.648908
7255	9506	0.2652583	0.632892
7255	9518	0.23336327	0.593512
7255	9537	0.2636065	0.623896
7255	9542	0.20772797	0.565789
7255	9549	0.21238534	0.56579
7255	9555	0.2180978	0.56301
7255	9557	0.2604334	0.656632
7255	9559	0.27780533	0.642638
7255	9564	0.26047385	0.654556
7255	9565	0.2664913	0.639143
7255	9594	0.25690213	0.624928
7255	9600	0.20982158	0.559302
7255	9606	0.2523516	0.569984
7255	9637	0.2530487	0.628477
7255	9653	0.28005257	0.658709
7255	9758	0.25447977	0.627533
7255	9759	0.27730852	0.637897
7255	9764	0.24791047	0.567151
7255	9837	0.21867879	0.567657
7255	9879	0.21436125	0.555809
7255	9910	0.2659904	0.647038
7255	9940	0.26873413	0.588141
7255	9947	0.21419033	0.59094
7255	9992	0.28819746	0.64101
7288	7298	0.2955405	0.680235
7288	7316	0.3259137	0.688861
7288	7323	0.29111832	0.638879
7288	7346	0.3213352	0.67036
7288	7347	0.30820352	0.658052
7288	7372	0.3018076	0.660291
7288	7378	0.30391183	0.696268
7288	7411	0.31084895	0.669955
7288	763	0.2865979	0.652302
7288	765	0.2936881	0.649274
7288	766	0.28400934	0.638139
7288	768	0.2928558	0.652993
7288	772	0.28398	0.653728
7288	8214	0.29547834	0.650182
7288	8230	0.29523185	0.639648
7288	8231	0.34638655	0.664395
7288	8247	0.314731	0.65831
7288	8249	0.33147237	0.661693
7288	8351	0.29637417	0.648198
7288	8354	0.28438658	0.657135
7288	8387	0.29607078	0.680433
7288	9416	0.31870064	0.656362
7288	9470	0.35248405	0.718505
7288	9506	0.271873	0.63018
7288	9518	0.25249317	0.596632
7288	9537	0.27281487	0.625493
7288	9542	0.24056785	0.576599
7288	9549	0.23875058	0.573372
7288	9555	0.24021879	0.566846
7288	9557	0.28818768	0.626965
7288	9559	0.2927808	0.644299
7288	9564	0.27396327	0.621375
7288	9565	0.29451454	0.639725
7288	9594	0.27793908	0.62504
7288	9600	0.23602821	0.561259
7288	9606	0.2687278	0.568023
7288	9637	0.28451917	0.654023
7288	9653	0.3014526	0.643559
7288	9758	0.2913307	0.641257
7288	9759	0.30252445	0.642853
7288	9764	0.26430175	0.567962
7288	9837	0.23828816	0.566895
7288	9879	0.23862696	0.561232
7288	9910	0.30030626	0.65528
7288	9940	0.2959953	0.588795
7288	9947	0.23074985	0.594558
7288	9992	0.3051538	0.624036
7298	7316	0.29964703	0.676017
7298	7323	0.29248822	0.635316
7298	7346	0.2954432	0.661782
7298	7347	0.4356711	0.714835
7298	7372	0.36946788	0.685642
7298	7378	0.3191083	0.706061
7298	7411	0.3185279	0.664041
7298	763	0.28329313	0.638429
7298	765	0.2890332	0.637021
7298	766	0.28509447	0.62463
7298	768	0.2818016	0.634587
7298	772	0.2799198	0.637771
7298	8214	0.30344874	0.654691
7298	8230	0.2958976	0.638358
7298	8231	0.30603483	0.643766
7298	8247	0.29803303	0.64979
7298	8249	0.32133603	0.66278
7298	8351	0.28342882	0.637994
7298	8354	0.28580838	0.641043
7298	8387	0.2862093	0.686657
7298	9416	0.33238745	0.656935
7298	9470	0.28872153	0.658063
7298	9506	0.2900119	0.633566
7298	9518	0.25211054	0.595006
7298	9537	0.29379103	0.627482
7298	9542	0.23768388	0.573223
7298	9549	0.24364533	0.573017
7298	9555	0.24665245	0.569024
7298	9557	0.27967632	0.617616
7298	9559	0.32235557	0.666903
7298	9564	0.2685566	0.612405
7298	9565	0.29931316	0.637427
7298	9594	0.26875597	0.616665
7298	9600	0.24034445	0.56237
7298	9606	0.2786934	0.578098
7298	9637	0.27930054	0.64152
7298	9653	0.30634785	0.643163
7298	9758	0.2870345	0.630028
7298	9759	0.3131961	0.649394
7298	9764	0.26324058	0.572035
7298	9837	0.24198948	0.566712
7298	9879	0.24214795	0.564646
7298	9910	0.30121753	0.655844
7298	9940	0.30592865	0.599053
7298	9947	0.23855253	0.591252
7298	9992	0.31193054	0.624417
7316	7323	0.28180268	0.64289
7316	7346	0.30816028	0.674578
7316	7347	0.28771517	0.644508
7316	7372	0.30792215	0.66571
7316	7378	0.30419052	0.687063
7316	7411	0.30435163	0.665197
7316	763	0.28488407	0.640157
7316	765	0.28885445	0.640298
7316	766	0.2784242	0.637034
7316	768	0.27217782	0.637148
7316	772	0.26612955	0.63449
7316	8214	0.32649934	0.676177
7316	8230	0.31355175	0.659664
7316	8231	0.3050624	0.660628
7316	8247	0.31754643	0.670226
7316	8249	0.30304036	0.65893
7316	8351	0.31281793	0.663744
7316	8354	0.27520376	0.640375
7316	8387	0.32825947	0.725995
7316	9416	0.31128186	0.658033
7316	9470	0.29885203	0.671014
7316	9506	0.29536748	0.647144
7316	9518	0.2500536	0.600663
7316	9537	0.27744654	0.633846
7316	9542	0.23295298	0.579717
7316	9549	0.23876514	0.576024
7316	9555	0.24555075	0.579468
7316	9557	0.28356528	0.625896
7316	9559	0.30071932	0.659217
7316	9564	0.2835763	0.627703
7316	9565	0.30268463	0.652783
7316	9594	0.27720514	0.628299
7316	9600	0.23930086	0.566889
7316	9606	0.27128494	0.583084
7316	9637	0.27017367	0.638349
7316	9653	0.29917186	0.647628
7316	9758	0.27496916	0.632157
7316	9759	0.30207124	0.651571
7316	9764	0.26661924	0.578214
7316	9837	0.23611924	0.575439
7316	9879	0.24001089	0.567955
7316	9910	0.32153362	0.678377
7316	9940	0.29170573	0.595895
7316	9947	0.23388417	0.607139
7316	9992	0.30312115	0.628195
7323	7346	0.2882478	0.644059
7323	7347	0.3536448	0.661281
7323	7372	0.30270657	0.651946
7323	7378	0.2690242	0.632739
7323	7411	0.2881658	0.641039
7323	763	0.42805475	0.692185
7323	765	0.4044417	0.669005
7323	766	0.43193805	0.688369
7323	768	0.43376637	0.698707
7323	772	0.4479923	0.690899
7323	8214	0.28566027	0.632632
7323	8230	0.29272902	0.631297
7323	8231	0.29632524	0.630222
7323	8247	0.29930228	0.6527
7323	8249	0.34465268	0.659689
7323	8351	0.304012	0.639764
7323	8354	0.4289355	0.696068
7323	8387	0.26964453	0.642798
7323	9416	0.2926228	0.633179
7323	9470	0.30015567	0.632106
7323	9506	0.28263217	0.619053
7323	9518	0.26172468	0.590879
7323	9537	0.2794575	0.619387
7323	9542	0.25616926	0.575455
7323	9549	0.25437748	0.571242
7323	9555	0.26045978	0.573262
7323	9557	0.2833126	0.608876
7323	9559	0.27219337	0.624312
7323	9564	0.27637374	0.609754
7323	9565	0.29884017	0.632914
7323	9594	0.279426	0.610144
7323	9600	0.25939378	0.560896
7323	9606	0.30035433	0.578711
7323	9637	0.41146404	0.691937
7323	9653	0.30607086	0.632633
7323	9758	0.38996002	0.671813
7323	9759	0.30653793	0.64087
7323	9764	0.27139747	0.570234
7323	9837	0.25254658	0.569606
7323	9879	0.26288387	0.566393
7323	9910	0.28010055	0.645596
7323	9940	0.31966898	0.592464
7323	9947	0.26616916	0.598372
7323	9992	0.3538403	0.635469
7346	7347	0.31120867	0.677428
7346	7372	0.30413312	0.689558
7346	7378	0.29619473	0.665504
7346	7411	0.2944159	0.679691
7346	763	0.2802325	0.633085
7346	765	0.28705382	0.627095
7346	766	0.2820052	0.626993
7346	768	0.27963814	0.634707
7346	772	0.27673474	0.627088
7346	8214	0.29563236	0.678127
7346	8230	0.2987853	0.656916
7346	8231	0.31978932	0.664103
7346	8247	0.29405007	0.66567
7346	8249	0.33815154	0.707667
7346	8351	0.29135326	0.659267
7346	8354	0.2818114	0.631698
7346	8387	0.28428644	0.668311
7346	9416	0.3056587	0.674957
7346	9470	0.2875406	0.652321
7346	9506	0.29818332	0.65393
7346	9518	0.24123919	0.603114
7346	9537	0.27988178	0.638221
7346	9542	0.24017581	0.589838
7346	9549	0.23615627	0.57935
7346	9555	0.2434779	0.576811
7346	9557	0.27334985	0.631859
7346	9559	0.2942625	0.660559
7346	9564	0.27855036	0.636234
7346	9565	0.28192425	0.660284
7346	9594	0.27508834	0.632042
7346	9600	0.2388865	0.571986
7346	9606	0.26759684	0.577991
7346	9637	0.27368844	0.632119
7346	9653	0.3067671	0.664262
7346	9758	0.28608492	0.632639
7346	9759	0.30730337	0.653933
7346	9764	0.2580266	0.574237
7346	9837	0.23972231	0.578311
7346	9879	0.23764901	0.571073
7346	9910	0.32176557	0.679619
7346	9940	0.29857635	0.605429
7346	9947	0.23008786	0.609851
7346	9992	0.31437272	0.638294
7347	7372	0.34772488	0.700838
7347	7378	0.28599995	0.649774
7347	7411	0.29250333	0.682998
7347	763	0.3294874	0.659563
7347	765	0.33761808	0.649893
7347	766	0.33347318	0.64742
7347	768	0.32775104	0.664194
7347	772	0.34301728	0.664204
7347	8214	0.2868004	0.660852
7347	8230	0.31203073	0.654841
7347	8231	0.31927916	0.660948
7347	8247	0.29874107	0.65682
7347	8249	0.35207337	0.6841
7347	8351	0.30585694	0.651162
7347	8354	0.35075146	0.665039
7347	8387	0.27459362	0.656637
7347	9416	0.31068188	0.678479
7347	9470	0.29968005	0.648823
7347	9506	0.27716216	0.635085
7347	9518	0.25603056	0.593805
7347	9537	0.27667713	0.617322
7347	9542	0.2533878	0.581887
7347	9549	0.2519643	0.573311
7347	9555	0.25607973	0.572551
7347	9557	0.29096308	0.631385
7347	9559	0.28548244	0.645874
7347	9564	0.2791393	0.626354
7347	9565	0.27933216	0.646811
7347	9594	0.28036085	0.629416
7347	9600	0.24917975	0.564874
7347	9606	0.28415793	0.573928
7347	9637	0.32791662	0.663011
7347	9653	0.29907826	0.642041
7347	9758	0.32768682	0.654458
7347	9759	0.29612908	0.637402
7347	9764	0.26044592	0.56213
7347	9837	0.2444262	0.567358
7347	9879	0.24829853	0.563184
7347	9910	0.29450354	0.648019
7347	9940	0.31437594	0.60867
7347	9947	0.25286028	0.59268
7347	9992	0.3270196	0.635131
7372	7378	0.3198752	0.671997
7372	7411	0.33668163	0.702249
7372	763	0.2913711	0.637634
7372	765	0.2962271	0.634428
7372	766	0.29337013	0.632809
7372	768	0.28800127	0.639054
7372	772	0.2896086	0.634827
7372	8214	0.3260089	0.688968
7372	8230	0.31003875	0.662085
7372	8231	0.30318418	0.658932
7372	8247	0.3044025	0.667781
7372	8249	0.32134742	0.68592
7372	8351	0.30861917	0.66531
7372	8354	0.2977758	0.64117
7372	8387	0.28753716	0.668718
7372	9416	0.31075507	0.67814
7372	9470	0.30766317	0.656859
7372	9506	0.29829642	0.649183
7372	9518	0.25402027	0.605101
7372	9537	0.30685288	0.643129
7372	9542	0.24348415	0.582251
7372	9549	0.23857915	0.57535
7372	9555	0.24911983	0.579122
7372	9557	0.2783744	0.633883
7372	9559	0.32249713	0.66977
7372	9564	0.2680628	0.626875
7372	9565	0.32093427	0.676048
7372	9594	0.27082604	0.626947
7372	9600	0.24219254	0.571479
7372	9606	0.29113093	0.585091
7372	9637	0.2822993	0.633132
7372	9653	0.32991493	0.669334
7372	9758	0.29497164	0.635302
7372	9759	0.31530786	0.652463
7372	9764	0.2730562	0.578245
7372	9837	0.24690999	0.579881
7372	9879	0.24739999	0.573676
7372	9910	0.30517235	0.663867
7372	9940	0.315929	0.612054
7372	9947	0.24658242	0.60647
7372	9992	0.3257678	0.645439
7378	7411	0.31405255	0.670808
7378	763	0.27303717	0.642888
7378	765	0.27619985	0.637972
7378	766	0.26677084	0.625686
7378	768	0.26948407	0.640627
7378	772	0.270522	0.645883
7378	8214	0.2890755	0.649737
7378	8230	0.2864002	0.641816
7378	8231	0.2804834	0.648732
7378	8247	0.27887222	0.650462
7378	8249	0.29328403	0.649639
7378	8351	0.2729435	0.638064
7378	8354	0.26478204	0.642556
7378	8387	0.2919412	0.694252
7378	9416	0.29240394	0.649719
7378	9470	0.28622642	0.666445
7378	9506	0.2946953	0.637151
7378	9518	0.23784964	0.591702
7378	9537	0.29407898	0.636191
7378	9542	0.22637989	0.573059
7378	9549	0.22889604	0.568451
7378	9555	0.2337771	0.56721
7378	9557	0.27817616	0.625581
7378	9559	0.29965475	0.650175
7378	9564	0.27198517	0.618229
7378	9565	0.2893736	0.639927
7378	9594	0.26513228	0.620885
7378	9600	0.22088596	0.560961
7378	9606	0.27333724	0.579546
7378	9637	0.26027018	0.641597
7378	9653	0.32311723	0.656841
7378	9758	0.26809606	0.630855
7378	9759	0.30719155	0.64845
7378	9764	0.25655895	0.574263
7378	9837	0.23172066	0.565572
7378	9879	0.22653688	0.559691
7378	9910	0.30415672	0.667912
7378	9940	0.29098004	0.594719
7378	9947	0.22641441	0.601865
7378	9992	0.30967313	0.62963
7411	763	0.28355378	0.639165
7411	765	0.2805686	0.628822
7411	766	0.2802658	0.630563
7411	768	0.28291303	0.640999
7411	772	0.28270215	0.636586
7411	8214	0.31522077	0.686369
7411	8230	0.29068363	0.64953
7411	8231	0.29619724	0.659141
7411	8247	0.2923184	0.661754
7411	8249	0.30172092	0.673659
7411	8351	0.28285173	0.657906
7411	8354	0.2767537	0.63741
7411	8387	0.28844437	0.669946
7411	9416	0.29664275	0.668895
7411	9470	0.29267985	0.653945
7411	9506	0.3001701	0.648228
7411	9518	0.2400204	0.597209
7411	9537	0.2805194	0.6281
7411	9542	0.232734	0.578014
7411	9549	0.23600778	0.574521
7411	9555	0.2354066	0.567894
7411	9557	0.2778845	0.633911
7411	9559	0.31144708	0.667433
7411	9564	0.26758245	0.631168
7411	9565	0.2901952	0.664541
7411	9594	0.2674292	0.627577
7411	9600	0.23163831	0.565488
7411	9606	0.27220505	0.579165
7411	9637	0.27666393	0.636393
7411	9653	0.31802416	0.66773
7411	9758	0.28454113	0.632965
7411	9759	0.3147081	0.652207
7411	9764	0.25703436	0.571003
7411	9837	0.23402917	0.570531
7411	9879	0.23135065	0.563911
7411	9910	0.30214694	0.658603
7411	9940	0.2981891	0.601745
7411	9947	0.23174663	0.601405
7411	9992	0.30503687	0.63414
763	765	0.6087736	0.774172
763	766	0.5965964	0.778302
763	768	0.65741843	0.823924
763	772	0.57835865	0.788372
763	8214	0.27394462	0.619401
763	8230	0.29507834	0.622582
763	8231	0.28999615	0.626972
763	8247	0.3004909	0.646104
763	8249	0.33585033	0.648161
763	8351	0.29189333	0.624405
763	8354	0.42551658	0.733584
763	8387	0.26074526	0.641038
763	9416	0.2967666	0.635912
763	9470	0.29800734	0.647947
763	9506	0.27977383	0.616516
763	9518	0.2617656	0.584185
763	9537	0.26916748	0.603931
763	9542	0.25571707	0.569057
763	9549	0.25261554	0.56294
763	9555	0.26223892	0.564505
763	9557	0.28713605	0.607751
763	9559	0.2677638	0.61589
763	9564	0.28248873	0.610654
763	9565	0.27152967	0.609757
763	9594	0.2781809	0.608819
763	9600	0.2587021	0.558694
763	9606	0.29993474	0.57331
763	9637	0.44298053	0.748244
763	9653	0.29293063	0.623078
763	9758	0.49971223	0.746891
763	9759	0.28349984	0.620624
763	9764	0.26727626	0.556041
763	9837	0.2561669	0.564376
763	9879	0.26173842	0.556651
763	9910	0.2691312	0.625566
763	9940	0.31333327	0.587641
763	9947	0.259486	0.585228
763	9992	0.34288007	0.627151
765	766	0.6418013	0.8038
765	768	0.57994115	0.760872
765	772	0.5482206	0.746005
765	8214	0.27614924	0.617422
765	8230	0.3098387	0.626996
765	8231	0.29980135	0.624207
765	8247	0.30449283	0.636848
765	8249	0.3388053	0.642595
765	8351	0.30015507	0.623264
765	8354	0.3888803	0.6745
765	8387	0.2643576	0.639719
765	9416	0.29407495	0.622529
765	9470	0.30435905	0.640864
765	9506	0.28223845	0.613869
765	9518	0.25814456	0.578702
765	9537	0.2789511	0.604606
765	9542	0.2577712	0.56894
765	9549	0.25478	0.560494
765	9555	0.2647235	0.565255
765	9557	0.28557184	0.596406
765	9559	0.2727995	0.613823
765	9564	0.27953613	0.599707
765	9565	0.28520602	0.612715
765	9594	0.27995867	0.596356
765	9600	0.25815237	0.557478
765	9606	0.30985004	0.57239
765	9637	0.40426242	0.688021
765	9653	0.2948054	0.616402
765	9758	0.5106321	0.724381
765	9759	0.29379353	0.614722
765	9764	0.27355108	0.55525
765	9837	0.25909397	0.563153
765	9879	0.26276547	0.555334
