block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir,fdr,bonferroni
3_250,3,0,0.8060489689745892,1.0,0.5432343082475752,Chr3,2347471.0,1,2,2347471,1,-0.0059477463,down-in-warm,0.9802342613980014,False
2_913,38,3,1.751113569303397,0.0064969031304781,0.5433595724427216,Chr2,8450176.0,25,13,8448710,1,0.041969087,up-in-warm,0.9802342613980014,False
2_45,2,0,0.776635036039925,1.0,0.5434170330920414,Chr2,190677.0,2,0,190677,1,0.07846997,up-in-warm,0.9802342613980014,False
5_2681,1,0,0.747489331901149,1.0,0.5434837903559943,Chr5,22702826.0,0,1,22702826,78,-0.025082268,down-in-warm,0.9802342613980014,False
4_1154,41,2,1.8257890726986583,0.0634395380024474,0.5435280208284777,Chr4,8107297.0,26,15,8107297,1,0.03393058,up-in-warm,0.9802342613980014,False
5_2532,9,0,0.9756157954123068,1.0,0.5436434362028078,Chr5,22073186.0,4,5,22073187,8,0.015364165,up-in-warm,0.9802342613980014,False
1_5064,2,0,0.7745097153716662,1.0,0.5440887473296181,Chr1,28743846.0,1,1,28744788,1,-0.019430831,down-in-warm,0.9807933372195851,False
3_1200,32,2,1.5924284239403297,0.0406825857527391,0.5449238324306481,Chr3,10337773.0,9,23,10337773,1,-0.034795772,down-in-warm,0.981558031525784,False
1_3325,1,0,0.7428499670271942,1.0,0.5449546292294061,Chr1,22261668.0,1,0,22261668,58,0.09372306,up-in-warm,0.981558031525784,False
1_404,125,6,3.5558835286882373,0.001703720040356,0.5453473600860758,Chr1,3185496.0,57,68,3186595,1,-0.0031475758,down-in-warm,0.981558031525784,False
3_1274,2,0,0.7700122120823283,1.0,0.5455097795479018,Chr3,10600753.0,2,0,10600681,60,0.18952414,up-in-warm,0.981558031525784,False
3_505,3,0,0.7987996974608038,1.0,0.5455177159192486,Chr3,4508571.0,1,2,4508571,1,-0.048076317,down-in-warm,0.981558031525784,False
5_1645,4,0,0.8270986925237468,1.0,0.5456471835572019,Chr5,17028246.0,2,2,17028151,79,-5.8159232e-05,down-in-warm,0.981558031525784,False
4_2348,1,0,0.74043019957738,1.0,0.5457215358954585,Chr4,11152484.0,1,0,11152484,237,0.089461364,up-in-warm,0.981558031525784,False
3_1583,59,2,2.249573186337244,0.117939501094375,0.5458769690432236,Chr3,14929436.0,17,42,14929436,1,-0.01659082,down-in-warm,0.981558031525784,False
3_2538,1,0,0.7392997518008901,1.0,0.5460797550419813,Chr3,17512263.0,0,1,17512263,133,-0.0892097,down-in-warm,0.981558031525784,False
2_995,2,0,0.7665836387102016,1.0,0.5465926822633991,Chr2,9914239.0,0,2,9914239,1,-0.06352295,down-in-warm,0.981558031525784,False
5_1477,1,0,0.7376165754643017,1.0,0.5466130546712292,Chr5,16577574.0,0,1,16577574,1,-0.122771114,down-in-warm,0.981558031525784,False
1_4123,8,0,0.9377573042890348,1.0,0.5466297997489964,Chr1,24075839.0,3,5,24083686,1,-0.021473926,down-in-warm,0.981558031525784,False
1_2819,36,3,1.6889476245452244,0.0055807584324268,0.5466427860652762,Chr1,19878519.0,18,18,19878519,1,0.011628858,up-in-warm,0.981558031525784,False
5_2865,2,0,0.7657826328003793,1.0,0.5468456275178823,Chr5,23875346.0,1,1,23874979,64,-0.020028869,down-in-warm,0.981558031525784,False
4_921,7,0,0.9083351591572916,1.0,0.5469798763684783,Chr4,7756574.0,2,5,7756574,1,-0.039568778,down-in-warm,0.981558031525784,False
3_2249,2,0,0.7653392099109728,1.0,0.5469856454291798,Chr3,16951164.5,0,2,16950930,1,-0.059733577,down-in-warm,0.981558031525784,False
2_1850,14,1,1.1040585673809045,0.1312541872310217,0.5470405842145791,Chr2,17234177.0,6,8,17234177,2,0.00833601,up-in-warm,0.981558031525784,False
1_2371,1,0,0.7360150152045388,1.0,0.5471204169437408,Chr1,17305324.0,0,1,17305324,472,-0.021227902,down-in-warm,0.981558031525784,False
4_1418,4,0,0.8223204588280487,1.0,0.5471465839401457,Chr4,8988761.0,3,1,8988761,1,0.034401756,up-in-warm,0.981558031525784,False
5_814,72,5,2.5361500294504427,0.0008023757705554,0.5472199560753923,Chr5,9717227.0,39,33,9717227,58,0.01405472,up-in-warm,0.981558031525784,False
2_1313,15,1,1.130246207261349,0.1399416453587116,0.5474640478180434,Chr2,12305372.0,5,10,12305372,1,-0.014611457,down-in-warm,0.9816990517993099,False
4_946,6,1,0.8776479193907496,0.058519850599,0.5476949505125264,Chr4,7796020.0,2,4,7796020,1,0.01559972,up-in-warm,0.9816990517993099,False
3_941,5,0,0.8488820462355623,1.0,0.5477820799758388,Chr3,8954272.0,0,5,8954272,1,-0.04067983,down-in-warm,0.9816990517993099,False
1_1824,6,2,0.8771254243475156,0.001460447605,0.5478578067740146,Chr1,11441198.0,3,3,11441229,1,0.0333015,up-in-warm,0.9816990517993099,False
1_2492,39,1,1.7600364665752424,0.3242709509397169,0.5479754221847224,Chr1,18138451.0,16,23,18137982,1238,0.015350111,up-in-warm,0.9816990517993099,False
1_2137,65,0,2.3773900239530774,1.0,0.5482563404439296,Chr1,14542983.0,49,16,14487291,1,0.041735,up-in-warm,0.9818142617707938,False
3_1070,1,0,0.7321692670990658,1.0,0.5483384054252186,Chr3,9504540.0,1,0,9504540,1,0.051787976,up-in-warm,0.9818142617707938,False
1_3488,1,0,0.7318298292022785,1.0,0.5484458872633047,Chr1,22580335.0,1,0,22580335,68,0.067090414,up-in-warm,0.9818142617707938,False
1_3455,13,0,1.070422428850376,1.0,0.5488557447775091,Chr1,22523058.0,4,9,22523058,1,-3.7791066e-05,down-in-warm,0.9818728637588803,False
4_298,204,22,4.521135467845598,3.1096193471406413e-16,0.5489336247295902,Chr4,2589067.0,94,110,2569661,111,0.0010408562,up-in-warm,0.9818728637588803,False
2_1505,15,2,1.1249564310452285,0.0096297734433647,0.5490676988278382,Chr2,14920510.0,9,6,14920510,1,0.04635969,up-in-warm,0.9818728637588803,False
2_1531,7,0,0.9006132200407253,1.0,0.5493788862056247,Chr2,15028404.0,5,2,15028404,2,0.075767085,up-in-warm,0.9818728637588803,False
1_2353,6,0,0.8716424351665734,1.0,0.5495663066040573,Chr1,17289880.0,4,2,17290331,63,0.041451994,up-in-warm,0.9818728637588803,False
1_1532,93,11,2.9612503794217364,2.870828476346268e-09,0.5496742009955151,Chr1,10199553.0,47,46,10228077,1,0.0045643654,up-in-warm,0.9818728637588803,False
4_633,3,0,0.7853069708885168,1.0,0.5497636549163858,Chr4,6432719.0,2,1,6432719,1,0.026749685,up-in-warm,0.9818728637588803,False
5_451,12,0,1.0387634221948632,1.0,0.5500455552007251,Chr5,5147702.0,4,8,5147702,1,-0.0010077475,down-in-warm,0.9818728637588803,False
4_541,206,17,4.531550508631177,5.1686718091642154e-11,0.5502601957041855,Chr4,6020206.0,93,113,6020217,104,0.006014126,up-in-warm,0.9818728637588803,False
5_2586,4,0,0.8120760005589649,1.0,0.5503589830476358,Chr5,22281628.5,4,0,22281729,131,0.08311591,up-in-warm,0.9818728637588803,False
2_1643,1,0,0.7257728393615289,1.0,0.550363207753008,Chr2,16142986.0,0,1,16142986,693,-0.11282347,down-in-warm,0.9818728637588803,False
5_1189,4,0,0.8119418964053654,1.0,0.5504010132594241,Chr5,15437480.0,1,3,15437480,1,-0.0665753,down-in-warm,0.9818728637588803,False
3_370,3,0,0.7826797233725462,1.0,0.5505897598092817,Chr3,3377081.0,0,3,3377081,385,-0.05136397,down-in-warm,0.9818728637588803,False
1_454,2,0,0.7538382102697984,1.0,0.5506151804440882,Chr1,3771132.0,1,1,3771042,774,-0.027294917,down-in-warm,0.9818728637588803,False
1_4995,9,0,0.9529283852972822,1.0,0.550650229640503,Chr1,27790280.0,3,6,27790280,1,0.01765918,up-in-warm,0.9818728637588803,False
5_1977,112,8,3.3114369085840574,1.889395571098557e-05,0.5507678254105918,Chr5,17913522.0,59,53,17902906,2,0.022198891,up-in-warm,0.9818728637588803,False
3_2847,23,3,1.3360458354751186,0.001524565696366,0.5507803102276786,Chr3,18835016.0,8,15,18834080,1,-0.023175484,down-in-warm,0.9818728637588803,False
4_2739,1,0,0.7228751693967449,1.0,0.551280042965333,Chr4,15028212.0,0,1,15028212,1,-0.05496052,down-in-warm,0.9821959437458576,False
3_490,3,0,0.7802085185795457,1.0,0.5513665990222594,Chr3,3894639.0,1,2,3894639,1,-0.022870803,down-in-warm,0.9821959437458576,False
1_2199,91,5,2.915064375527849,0.0022819350657385,0.5513678553487846,Chr1,16690118.0,50,41,16690118,9568,0.015657537,up-in-warm,0.9821959437458576,False
1_2523,2,0,0.7504518278991674,1.0,0.5516830769032972,Chr1,18706687.0,1,1,18706677,1,-0.021552198,down-in-warm,0.9823588585277506,False
1_1128,2,0,0.75030227334805,1.0,0.5517302303893448,Chr1,8377767.0,0,2,8377767,2,-0.06322387,down-in-warm,0.9823588585277506,False
1_115,1,0,0.720887263032867,1.0,0.551908867028918,Chr1,563354.0,1,0,563354,72,0.08161899,up-in-warm,0.9824357151923694,False
3_1118,142,11,3.7907138888112417,2.3983367311232565e-07,0.552222685205397,Chr3,9755080.0,69,73,9755080,1,-0.0068213595,down-in-warm,0.9827531075115432,False
4_60,1,0,0.7166340318718202,1.0,0.553253829487399,Chr4,459509.0,0,1,459509,1,-0.069883175,down-in-warm,0.9831565395179629,False
3_674,1,0,0.7164547153669819,1.0,0.5533105198492415,Chr3,7369171.0,0,1,7369171,1,-0.044002697,down-in-warm,0.9831565395179629,False
1_2216,4,0,0.8024571126836574,1.0,0.5533722221040625,Chr1,16763427.5,3,1,16763508,1,-0.009145761,down-in-warm,0.9831565395179629,False
1_3606,3,0,0.7737261884008022,1.0,0.5534034182260876,Chr1,22731923.0,1,2,22731923,2,-0.053911086,down-in-warm,0.9831565395179629,False
4_689,371,31,4.494865636929228,5.504826135760758e-19,0.5535073587343965,Chr4,6668982.0,170,201,6649934,1,-0.00080398575,down-in-warm,0.9831565395179629,False
1_2375,7,0,0.8872814281176157,1.0,0.5535164423191284,Chr1,17324957.0,5,2,17324061,683,0.06069712,up-in-warm,0.9831565395179629,False
1_4507,6,0,0.8577203986081646,1.0,0.5539002172843235,Chr1,25338997.5,1,5,25339062,1,-0.00023923565,down-in-warm,0.9831565395179629,False
1_339,1,0,0.7143032872079252,1.0,0.5539906019737512,Chr1,2886636.0,0,1,2886636,186,-0.052861527,down-in-warm,0.9831565395179629,False
5_2644,3,0,0.7718232833215171,1.0,0.5540010669246082,Chr5,22632534.0,1,2,22632577,1,0.012828584,up-in-warm,0.9831565395179629,False
2_1945,98,4,3.0392689058054354,0.01719095631022,0.554356256106722,Chr2,18323361.0,55,43,18323361,96,0.024033917,up-in-warm,0.9831565395179629,False
4_2518,2,0,0.7418581573789502,1.0,0.5543913947310555,Chr4,12132632.5,1,1,12132432,2479,-0.003574621,down-in-warm,0.9831565395179629,False
1_3652,28,2,1.4556506324361922,0.0318247527791782,0.5544478231803598,Chr1,22795804.0,14,14,22795804,2,0.010361231,up-in-warm,0.9831565395179629,False
5_1500,1,0,0.7126684564170741,1.0,0.5545072778275489,Chr5,16615107.0,0,1,16615107,1,-0.07238965,down-in-warm,0.9831565395179629,False
3_714,3,0,0.769986493039852,1.0,0.554577834502399,Chr3,7906452.0,1,2,7906418,1,-0.085858844,down-in-warm,0.9831565395179629,False
5_3049,4,0,0.7983014218412282,1.0,0.5546731029009897,Chr5,26265770.0,3,1,26265682,1,0.01892285,up-in-warm,0.9831565395179629,False
4_2684,40,0,1.759887195541442,1.0,0.5550929770285156,Chr4,13912078.0,26,14,13972150,113,0.07510051,up-in-warm,0.9831565395179629,False
4_1973,2,0,0.7388725498274414,1.0,0.5553317296004572,Chr4,10126507.5,1,1,10125686,1,0.026073314,up-in-warm,0.9831565395179629,False
3_412,3,0,0.7673446007984525,1.0,0.5554072080250071,Chr3,3470312.0,1,2,3470303,3505,0.07072946,up-in-warm,0.9831565395179629,False
3_2152,1,0,0.7094016566539012,1.0,0.5555394469366011,Chr3,16788467.0,0,1,16788467,56,-0.038803596,down-in-warm,0.9831565395179629,False
5_1417,1,0,0.7089185870122394,1.0,0.5556920445106595,Chr5,16441070.0,0,1,16441070,79,-0.0258909,down-in-warm,0.9831565395179629,False
1_2563,23,0,1.319223168918744,1.0,0.5557544562296879,Chr1,18819793.0,13,10,18819793,1,0.023578357,up-in-warm,0.9831565395179629,False
3_1023,1,0,0.7085087828116396,1.0,0.5558214916864963,Chr3,9171306.0,0,1,9171306,422,-0.06362781,down-in-warm,0.9831565395179629,False
3_480,1,0,0.7069482466159094,1.0,0.5563143724730435,Chr3,3737719.0,1,0,3737719,2,0.07157775,up-in-warm,0.9831565395179629,False
3_897,39,0,1.7303677287320898,1.0,0.5563759799140209,Chr3,8764999.0,16,23,8764999,1,-0.002532737,down-in-warm,0.9831565395179629,False
1_4885,9,0,0.934328571206886,1.0,0.5563829481124332,Chr1,26731649.0,3,6,26731649,1,-0.029150201,down-in-warm,0.9831565395179629,False
1_2312,2,0,0.7353831151194672,1.0,0.5564303529281674,Chr1,17177949.5,2,0,17178243,83,0.07054891,up-in-warm,0.9831565395179629,False
1_2298,28,4,1.4483862006406472,0.0001689790943517,0.5565641368302578,Chr1,17120625.0,10,18,17122182,604,-0.0031517162,down-in-warm,0.9831565395179629,False
5_1516,15,0,1.10003986955202,1.0,0.5566102191372106,Chr5,16623221.0,9,6,16623231,22,0.028532285,up-in-warm,0.9831565395179629,False
1_3803,78,4,2.628088689588025,0.0079327715412115,0.5567440222623984,Chr1,23208885.0,35,43,23204315,1,0.0059964666,up-in-warm,0.9831565395179629,False
3_2133,4,0,0.7916665379735519,1.0,0.556748834915648,Chr3,16764913.5,1,3,16764935,1,-0.028379641,down-in-warm,0.9831565395179629,False
3_2120,6,1,0.8482452189025899,0.058519850599,0.5568461813981825,Chr3,16755979.5,1,5,16756050,1,-0.015068854,down-in-warm,0.9831565395179629,False
1_3740,14,0,1.0715215180952833,1.0,0.5569221753084976,Chr1,23009611.0,2,12,23009611,1,-0.050125543,down-in-warm,0.9831565395179629,False
5_730,65,3,2.3441219652516296,0.0275934075234142,0.5570974776253518,Chr5,8620889.0,30,35,8623159,1,0.012883926,up-in-warm,0.9831565395179629,False
3_1445,226,18,4.642187509626698,2.560689904595717e-11,0.5572361376104683,Chr3,11387417.0,64,162,11387417,6982,-0.031182569,down-in-warm,0.9831565395179629,False
3_555,2,0,0.7327270462625484,1.0,0.5572663068710552,Chr3,5923772.5,0,2,5926989,98,-0.0679027,down-in-warm,0.9831565395179629,False
5_1463,13,0,1.0425822953721071,1.0,0.5573332928020993,Chr5,16550983.0,8,5,16543987,1,0.0018679474,up-in-warm,0.9831565395179629,False
4_1191,1,0,0.7025599000094156,1.0,0.5576999214978465,Chr4,8175283.0,0,1,8175283,1,-0.03477393,down-in-warm,0.9831565395179629,False
1_2722,5,0,0.8168926156573026,1.0,0.5577681442719047,Chr1,19579424.0,5,0,19579424,1,0.099850304,up-in-warm,0.9831565395179629,False
1_4093,1,0,0.7019331087702287,1.0,0.5578977634435007,Chr1,24042826.0,1,0,24042826,312,0.07632847,up-in-warm,0.9831565395179629,False
1_4899,21,1,1.2581490211881563,0.1902721317787416,0.5580090473555327,Chr1,26870873.0,15,6,26870873,1,0.06447742,up-in-warm,0.9831565395179629,False
1_1348,5,1,0.8157563701334082,0.0490099501,0.5581222074615635,Chr1,9276090.0,1,4,9276090,1,-0.026943227,down-in-warm,0.9831565395179629,False
2_132,2,0,0.7299395982889252,1.0,0.5581433360721806,Chr2,410373.0,0,2,410373,1,-0.039482724,down-in-warm,0.9831565395179629,False
5_2171,3,0,0.7577672926551834,1.0,0.5584117685401806,Chr5,18901307.0,2,1,18901307,1,0.033720523,up-in-warm,0.9831843385469484,False
2_2145,1,0,0.7002278847159712,1.0,0.5584359313798596,Chr2,19298875.0,0,1,19298875,3,-0.07027866,down-in-warm,0.9831843385469484,False
4_958,128,4,3.54859783380004,0.0402856847677162,0.5585658404320777,Chr4,7899503.0,58,70,7904393,1,0.00023600232,up-in-warm,0.9831843385469484,False
1_3663,3,0,0.7567775215421022,1.0,0.5587220876462798,Chr1,22862618.0,2,1,22862618,1,0.058273435,up-in-warm,0.9832207181778262,False
3_3321,1,0,0.697884769485062,1.0,0.5591752413522126,Chr3,23071642.0,1,0,23071642,1,0.019823149,up-in-warm,0.9837794396618743,False
5_562,4,0,0.7832798270676905,1.0,0.5593703945245675,Chr5,7357339.5,2,2,7356263,54,0.0026351325,up-in-warm,0.9838467998460307,False
3_2956,56,3,2.129682398462805,0.0187005097615715,0.5594848597028448,Chr3,19136117.0,23,33,19136025,1,0.006610147,up-in-warm,0.9838467998460307,False
1_4546,6,0,0.8386270168327582,1.0,0.5598334018806075,Chr1,25471307.0,2,4,25470913,1,-0.011703278,down-in-warm,0.9841960022695291,False
2_524,36,1,1.6416134169947638,0.3035867819504265,0.5601455190945712,Chr2,2012310.0,12,24,2012310,1,0.0006531091,up-in-warm,0.9841960022695291,False
2_1949,1,0,0.6936945891572232,1.0,0.5604968296649863,Chr2,18351935.0,1,0,18351935,1,0.10462992,up-in-warm,0.9841960022695291,False
2_843,6,0,0.8363533202938592,1.0,0.5605390754451884,Chr2,7807495.0,3,3,7808826,66,0.006286014,up-in-warm,0.9841960022695291,False
2_8,2,0,0.7220990398550583,1.0,0.5606087099219741,Chr2,111376.0,1,1,111365,1,0.022097576,up-in-warm,0.9841960022695291,False
1_4781,1,0,0.6932348834890524,1.0,0.5606417806689319,Chr1,26422867.0,1,0,26422867,823,0.039277397,up-in-warm,0.9841960022695291,False
5_933,75,6,2.5487799464555785,0.0001115977691956,0.5607902170056434,Chr5,13753732.0,37,38,13729125,1,-0.012344552,down-in-warm,0.9841960022695291,False
3_2483,1,0,0.6926000164561951,1.0,0.5608419488923214,Chr3,17444586.0,0,1,17444586,63,-0.07675768,down-in-warm,0.9841960022695291,False
5_794,181,9,4.245906716574579,0.0001004622393695,0.5609354104083896,Chr5,9576568.0,82,99,9559741,11345,0.0026869704,up-in-warm,0.9841960022695291,False
5_1802,1,0,0.6916320326498588,1.0,0.5611471160665958,Chr5,17454698.0,0,1,17454698,115,-0.078590624,down-in-warm,0.9841960022695291,False
5_244,6,0,0.834299661502932,1.0,0.5611762919724907,Chr5,1583775.0,1,5,1583775,1,-0.039443675,down-in-warm,0.9841960022695291,False
1_2499,12,0,1.0010334626008963,1.0,0.5615585089133113,Chr1,18304718.0,4,8,18304718,1,-0.034918975,down-in-warm,0.9845390441276195,False
5_2141,1,0,0.6900575452030125,1.0,0.5616434122388254,Chr5,18737765.0,1,0,18737765,105,0.10875199,up-in-warm,0.9845390441276195,False
2_484,12,1,1.0000857649404005,0.1136151282838708,0.5618470623623479,Chr2,1444728.0,7,5,1444904,79,0.024048476,up-in-warm,0.984647603269915,False
3_1939,2,0,0.7177446384798744,1.0,0.5619768932617455,Chr3,16412993.0,2,0,16413113,154,0.07085556,up-in-warm,0.984647603269915,False
1_4778,16,1,1.1086479560005085,0.1485422289051245,0.5622650857014337,Chr1,26416321.0,9,7,26416321,1,0.012809376,up-in-warm,0.9849145897359414,False
1_529,88,5,2.8095351914706885,0.0019701175863922,0.5628955603274024,Chr1,4141774.0,32,56,4171510,1,-0.022487534,down-in-warm,0.9851284074725866,False
3_1045,8,0,0.8846544953374498,1.0,0.5630391257195055,Chr3,9304467.0,6,2,9304467,1,0.043828513,up-in-warm,0.9851284074725866,False
1_1857,172,6,4.134411327520315,0.0080736990993719,0.5634302533711316,Chr1,11484934.0,63,109,11484934,10107,-0.013150186,down-in-warm,0.9851284074725866,False
1_2331,2,0,0.7129106820084321,1.0,0.5634948881937288,Chr1,17207685.5,1,1,17207267,70,0.030106582,up-in-warm,0.9851284074725866,False
4_2485,3,0,0.7412867949527626,1.0,0.5635740190821596,Chr4,11967362.0,0,3,11967362,1,-0.046387285,down-in-warm,0.9851284074725866,False
5_2708,36,1,1.6291776559600213,0.3035867819504265,0.5636820700107485,Chr5,22933000.0,24,12,22933000,1,0.03918848,up-in-warm,0.9851284074725866,False
1_2818,16,0,1.1027558293108406,1.0,0.5640366535873542,Chr1,19875312.0,9,7,19875312,2,0.02878799,up-in-warm,0.9851284074725866,False
5_2118,112,7,3.255961084251795,0.0001450007481091,0.5641672440472028,Chr5,18398251.5,44,68,18396060,1,-0.012103131,down-in-warm,0.9851284074725866,False
4_1669,10,0,0.9362049681326384,1.0,0.5643885147430373,Chr4,9423074.0,3,7,9423572,87,-0.02940317,down-in-warm,0.9851284074725866,False
5_910,92,6,2.882350359468066,0.0003421370215607,0.564519664950905,Chr5,11650165.5,50,42,11626929,137,0.022702968,up-in-warm,0.9851284074725866,False
3_2864,1,0,0.6806740813450044,1.0,0.5645991493314172,Chr3,18869477.0,0,1,18869477,69,-0.06143352,down-in-warm,0.9851284074725866,False
1_948,6,0,0.8224495334745199,1.0,0.5648500448789688,Chr1,7711272.0,4,2,7711272,1,0.047935877,up-in-warm,0.9851284074725866,False
1_2374,2,0,0.7084535614100854,1.0,0.5648937187523204,Chr1,17319024.0,2,0,17319024,1,0.07872049,up-in-warm,0.9851284074725866,False
3_2214,3,1,0.7368908620069459,0.029701,0.5649491843469207,Chr3,16910315.0,1,2,16910315,1,0.09072817,up-in-warm,0.9851284074725866,False
4_1354,2,0,0.7082708265177076,1.0,0.5649510513880875,Chr4,8756222.0,2,0,8756181,69,0.06974487,up-in-warm,0.9851284074725866,False
3_1964,1,0,0.679148428475482,1.0,0.5650793847860947,Chr3,16482712.0,1,0,16482712,1,0.07322278,up-in-warm,0.9851284074725866,False
1_2827,3,0,0.7364229816284377,1.0,0.5650955038840294,Chr1,19894924.0,2,1,19894934,341,0.018603051,up-in-warm,0.9851284074725866,False
3_2264,7,0,0.8493115159068422,1.0,0.5652671260808129,Chr3,16969266.0,2,5,16969266,1,-0.047390454,down-in-warm,0.9851284074725866,False
5_2279,7,1,0.8483917439882303,0.06793465209301,0.5655511002435262,Chr5,19883244.0,3,4,19869447,1,-0.008518899,down-in-warm,0.9851284074725866,False
1_1823,2,0,0.7058314446423622,1.0,0.5657162703700813,Chr1,11438252.0,2,0,11436016,101,0.08950973,up-in-warm,0.9851284074725866,False
3_1210,4,0,0.7624868924309514,1.0,0.5658585011571226,Chr3,10354021.0,1,3,10353944,987,-0.06430176,down-in-warm,0.9851284074725866,False
1_2854,5,0,0.790815552658613,1.0,0.5658817811223154,Chr1,20311847.0,4,1,20311848,8712,0.16296223,up-in-warm,0.9851284074725866,False
5_926,25,0,1.3374778694702485,1.0,0.5659648331540829,Chr5,13684328.0,11,14,13685539,7056,-0.0065400107,down-in-warm,0.9851284074725866,False
1_1294,1,0,0.6762016265612868,1.0,0.5660066882740313,Chr1,9062902.0,0,1,9062902,1,-0.124068886,down-in-warm,0.9851284074725866,False
5_1493,1,0,0.6757930309585358,1.0,0.566135237122777,Chr5,16608944.0,1,0,16608944,1,0.034745168,up-in-warm,0.9851284074725866,False
3_1413,25,2,1.3367915064786986,0.0257591053990485,0.5661656497877918,Chr3,11244169.0,12,13,11244169,1,0.012229288,up-in-warm,0.9851284074725866,False
1_0,47,2,1.890659810568123,0.0804574984432806,0.5665099029835482,Chr1,1925.0,17,30,1925,1,-0.012585949,down-in-warm,0.9851284074725866,False
4_2110,52,1,2.009739298418976,0.4070335535985006,0.5665860307485361,Chr4,10430494.0,38,14,10444771,1,0.0560976,up-in-warm,0.9851284074725866,False
5_2107,30,1,1.4655992402844609,0.2602996266117198,0.5666356548142806,Chr5,18298614.0,13,17,18298614,210,0.0047219126,up-in-warm,0.9851284074725866,False
1_4452,42,2,1.7681941433123394,0.066182322212583,0.5666755661516945,Chr1,24990396.5,16,26,24991887,13,0.0032132186,up-in-warm,0.9851284074725866,False
5_1581,28,0,1.413385142434417,1.0,0.5667371803564684,Chr5,16679269.0,16,12,16679256,1,0.01011837,up-in-warm,0.9851284074725866,False
2_1109,4,1,0.7584999180381181,0.03940399,0.5671006044908333,Chr2,10289709.5,1,3,10289770,60,0.019474886,up-in-warm,0.9851284074725866,False
2_222,12,0,0.9826542628687928,1.0,0.5671485579484283,Chr2,626664.0,4,8,626450,243,-0.01907344,down-in-warm,0.9851284074725866,False
1_1145,1,0,0.6722868180414334,1.0,0.5672380428827548,Chr1,8413869.0,1,0,8413869,1831,0.09340069,up-in-warm,0.9851284074725866,False
3_1701,5,0,0.7860794940122219,1.0,0.5673524915066923,Chr3,15656984.0,3,2,15657625,1,-0.0020420863,down-in-warm,0.9851284074725866,False
3_496,119,9,3.362791473805286,3.596767764135134e-06,0.5674810908095317,Chr3,4126509.0,56,63,4097720,1,0.00940247,up-in-warm,0.9851284074725866,False
2_1164,179,15,4.194314210028018,5.567315222342458e-10,0.5674974570585458,Chr2,10521468.0,86,93,10521465,2,0.006310203,up-in-warm,0.9851284074725866,False
3_3330,79,6,2.6070605648619747,0.0001489077062929,0.5675491569802078,Chr3,23095658.0,29,50,23095658,1,-0.008487057,down-in-warm,0.9851284074725866,False
1_5002,5,0,0.7840712099015683,1.0,0.5679758529558441,Chr1,27835159.0,2,3,27835159,1,-0.018169755,down-in-warm,0.9855051712011466,False
2_1270,1,0,0.6686392321180477,1.0,0.5683847588891809,Chr2,11668324.0,1,0,11668324,57,0.07267546,up-in-warm,0.9855051712011466,False
5_1641,48,2,1.9078021666537848,0.0834176695099358,0.5684166752494557,Chr5,16944950.0,18,30,16944950,1,-0.004777419,down-in-warm,0.9855051712011466,False
5_2404,154,21,3.88759251194494,1.1374849129304397e-17,0.5684454423906866,Chr5,21223757.5,81,73,21166385,71,0.006747224,up-in-warm,0.9855051712011466,False
4_697,112,7,3.2376473769602168,0.0001450007481091,0.5685753162705203,Chr4,6754305.0,50,62,6754305,1,0.0061167525,up-in-warm,0.9855051712011466,False
3_2239,3,0,0.7248341598244943,1.0,0.5687167644609235,Chr3,16927658.0,2,1,16927660,98,0.050907418,up-in-warm,0.9855051712011466,False
3_3079,2,0,0.6962564636215706,1.0,0.568717476761831,Chr3,20033371.0,1,1,20033389,92,0.08457916,up-in-warm,0.9855051712011466,False
4_152,49,4,1.92895179535921,0.0014801343849199,0.5691861878847388,Chr4,1210184.0,22,27,1210184,1,0.008394404,up-in-warm,0.9859781743529807,False
3_1834,1,0,0.6655781129468209,1.0,0.5693466592805169,Chr3,16150941.0,0,1,16150941,53,-0.066883735,down-in-warm,0.9859781743529807,False
4_822,26,4,1.351991895457927,0.0001253640373584,0.5693983169043414,Chr4,7533800.5,14,12,7536694,1,0.014509523,up-in-warm,0.9859781743529807,False
4_1797,3,0,0.7209529370807367,1.0,0.5699282897107889,Chr4,9738970.0,0,3,9738970,164,-0.06716581,down-in-warm,0.9866602905186539,False
1_4172,2,0,0.6911709701291108,1.0,0.5703098864617802,Chr1,24251357.0,1,1,24251357,1,-0.01617084,down-in-warm,0.986867005747255,False
2_1238,1,0,0.6624797007316432,1.0,0.5703198594989997,Chr2,11237903.0,0,1,11237903,1,-0.059272688,down-in-warm,0.986867005747255,False
1_260,1,0,0.6602507647457637,1.0,0.5710196965174852,Chr1,2513184.0,0,1,2513184,52,-0.058657918,down-in-warm,0.9872376933807551,False
4_615,11,1,0.9419343483723436,0.1046617457412836,0.5711166455878806,Chr4,6395363.0,5,6,6395149,1,-0.0003271333,down-in-warm,0.9872376933807551,False
3_1976,7,0,0.830332437403926,1.0,0.5711197734472256,Chr3,16490593.0,5,2,16490593,1,-0.0028854385,down-in-warm,0.9872376933807551,False
3_2319,1,0,0.6596625569115336,1.0,0.5712043437441143,Chr3,17086568.0,1,0,17086568,168,0.12869717,up-in-warm,0.9872376933807551,False
